0.         -1.05728097 -0.49620645 -0.76719632 -2.11209969 -0.2483069
0.          0.93716281  0.30164715  0.80542474  1.30357986 -0.16294919
0.         -1.03497979 -0.48153073 -0.5060451  -1.77447198 -0.28121561
0.          0.99938932  0.55893347  0.39069902  1.38492789 -0.08692177
0.         -1.195465   -0.33315007 -0.63552472 -1.99441033 -0.395432
0.          1.01244084  0.50341137  0.52487806  1.54224929  0.03927768
0.         -1.07434564 -0.3553527  -0.5895595  -1.9074472  -0.24628102
0.          1.08372656  0.38768249  0.82054544  1.48268447 -0.17624872
0.         -0.98824459 -0.43017005 -0.75274506 -1.81329853 -0.27883922
0.          1.1674949   0.53170656  0.63475927  1.64370381 -0.36458406
0.         -0.96124896 -0.24046798 -0.8437085  -1.87998672 -0.16618541
0.          1.03583435  0.47238739  0.5555088   1.41824296 -0.19574757
0.         -1.07570627 -0.54690894 -0.68209908 -1.88223325 -0.31347185
0.          1.06336584  0.41760097  0.40480487  1.70033974  0.17481223
0.         -0.99440123 -0.56091349 -0.62981902 -1.50801218 -0.22927138
0.          0.80409082  0.38142728  0.58425335  1.48661118  0.39407765
-0.07923242 -1.09762386 -0.43138857 -0.69963955 -1.61219355 -0.18885991
1.07291486  1.12259407  0.37939065  0.52129662  1.35030311 -0.16501802
-0.08756002 -1.14817687 -0.19066013 -0.79143339 -2.09954333 -0.36396134
0.81540359  1.17294427  0.41263386  0.6782786   1.65377574 -0.26574677
-0.23190326 -1.19996717 -0.53966021 -0.73755489 -1.87325194 -0.34962315
1.0397749   1.03584896  0.5908292   0.93792287  1.7345108  -0.32484927
-0.23017674 -0.75747492 -0.56993639 -0.6591987  -1.91929958 -0.26503029
1.02624441  1.12121148  0.63322351  0.76576168  1.7606414  -0.37450426
-0.13210844 -0.912803   -0.47438599 -0.76013246 -2.12020106 -0.33803149
0.87194347  1.09468595  0.63370536  0.74714244  1.61459494 -0.40117193
-0.17034435 -0.96172874 -0.61867017 -1.04796489 -1.85174078 -0.20916194
0.55460393  1.1485132   0.52303395  0.79794752  1.67603954 -0.15550737
-0.24525724 -0.99192501 -0.27782959 -0.85046861 -1.8495651  -0.22260102
0.85726583  1.16159205  0.16318569  0.72492828  1.77192106 -0.08406209
-0.02685053 -1.01816168 -0.25130877 -0.43189756 -1.70403531 -0.09802786
0.89144561  1.12281346  0.34862473  0.67315747  1.42768645  0.23832415
-0.18530957 -1.2072816  -0.71698957 -0.77792847 -1.84302822 -0.13280867
0.72328036  0.96522613  0.45639047  0.31341297  0.95365295 -0.23147435
-0.24770229 -1.09416712 -0.51792717 -0.73977069 -1.80494536 -0.35359787
0.60111363  1.05784347  0.41224925  0.8493876   1.6448259  -0.40211257
-0.0941148  -1.24177844 -0.66511385 -0.84293301 -2.09940131 -0.0625015
0.77139261  0.94098819  0.78581291  0.8318477   1.76663432 -0.34560827
-0.04886951 -1.04795418 -0.85621085 -0.94834452 -1.88733613 -0.33057854
0.48221048  1.32729225  0.68752224  0.98843864  1.84963002 -0.35818937
-0.1587902  -1.18106499 -0.74153981 -0.95744419 -1.94765187 -0.3434941
0.69669732  1.13638914  0.91222467  0.81376735  1.86224666 -0.41647382
-0.24868175 -1.01595874 -0.60688275 -0.73996649 -2.10561958 -0.28857027
0.63116261  1.06582081  0.7470399   0.84434639  1.72644544 -0.26686792
-0.20951094 -1.18623759 -0.53005825 -0.65019228 -2.28593119 -0.20363917
0.47753397  1.194714    0.73203215  0.82002289  1.47522436 -0.22767372
-0.15398777 -1.18880288 -0.63293173 -0.81611068 -1.71227131 -0.28242062
0.47897527  0.95479184  0.52817793  0.65697924  1.84626438 -0.04898316
-0.259248   -1.23730679 -0.61707007 -0.56205318 -1.79008339 -0.18812591
0.47257172  1.2975498   0.21296837  0.98542271  1.33586575 -0.49250956
-0.39650293 -1.17750148 -0.5790397  -0.80510511 -1.96930591 -0.26009553
0.57510539  1.01756004  0.67177564  0.81194553  1.58655395 -0.1366398
-0.28873271 -0.91712614 -0.89099398 -0.83648207 -1.77840854 -0.24822916
0.45111476  1.03653151  0.81193415  0.87140804  1.72122532 -0.41251899
-0.09985425 -1.07621135 -0.69322343 -1.06511787 -2.05224775 -0.12513282
0.50432188  1.08370958  0.80503974  1.0536585   1.87649353 -0.50470801
-0.14737403 -1.19190937 -0.90606872 -0.92849303 -1.9870898  -0.4905903
0.55156663  1.21200341  0.69771808  0.8499128   1.58943792 -0.59707807
-0.28729353 -0.9705614  -0.89502413 -0.98858404 -2.22289342 -0.09165842
0.40127023  1.21573336  0.74393195  0.91611612  1.58169857 -0.43738057
-0.38705186 -1.03818382 -0.7003497  -0.69464943 -1.97676525 -0.19600041
0.62193696  1.19007482  0.6843782   0.80586566  1.47520915 -0.40004332
-0.28984363 -1.06172729 -0.576335   -0.67450326 -1.85302816 -0.11672224
0.34282012  1.01117903  0.57470163  0.6642509   1.60444055 -0.27427989
-0.33828226 -1.26272538 -0.54526716 -1.09831538 -2.02583999 -0.33818005
0.36731708  0.9178265   0.37590524  0.39760394  1.56989847 -0.19398112
-0.36883325 -1.40105791 -0.63502965 -0.74201406 -1.97512661 -0.38364854
0.37586901  1.08514573  0.68500708  0.78198732  1.65369178 -0.38962998
-0.43457098 -1.17209704 -0.91204513 -1.0137572  -2.10400056 -0.48940754
0.5388775   0.86769176  0.59104114  0.73257692  1.7620082  -0.41186079
-0.21231744 -1.37009779 -0.70672912 -0.95456666 -2.09832347 -0.24318559
0.47511963  1.02128699  0.78166683  0.8333854   1.91994369 -0.42945421
-0.23784357 -1.15530088 -0.90764854 -0.85096328 -2.53902001 -0.39745014
0.47519701  1.10741253  0.71361055  0.87281231  1.76505199 -0.30363274
-0.32387278 -1.12798485 -0.8040487  -0.9298245  -2.05819996 -0.26594958
0.3664259   1.19448636  0.64284658  0.89447231  1.65565716 -0.36944629
-0.52702612 -1.20105597 -0.7058182  -0.8019526  -2.16407998 -0.23090697
0.41700235  1.04078563  0.58175265  0.55137266  1.61615432 -0.35907565
-0.43428691 -1.07078482 -0.71848277 -0.73501979 -2.17167833 -0.12143086
0.32224669  0.82066775  0.44630129  0.51201947  1.55804774 -0.30208925
-0.54273562 -1.38470395 -0.39323111 -0.68642935 -1.85199989 -0.46287627
0.32934672  0.86019515  0.23162804  0.44587718  1.26630124 -0.37599224
-0.41943627 -1.25369604 -0.70367483 -1.02051741 -2.23066561 -0.55144897
0.32254188  0.96906122  0.46587146  0.85186956  1.62283945 -0.35468148
-0.49123212 -1.12480456 -0.79078703 -0.71145455 -2.1249644  -0.39864742
0.45038003  0.95062989  0.83168771  0.94083453  1.6640655  -0.56248205
-0.58581986 -1.33850869 -0.64782264 -0.87604916 -2.1384339  -0.21628025
0.11040105  1.18770084  0.6541645   0.90207161  1.75245809 -0.72907113
-0.3151759  -1.30375905 -0.87641435 -0.69333332 -2.15376613 -0.38644434
0.24424889  0.98787523  0.55902218  0.94890378  1.51079742 -0.25327919
-0.58634965 -1.02288605 -0.90774574 -0.81545906 -2.11523161 -0.22378069
0.48312835  1.24359036  0.87144612  0.79568437  1.76542951 -0.33798174
-0.50582745 -1.06186952 -0.49764212 -0.83268424 -2.07881281 -0.3816335
0.47862855  1.20580399  0.48602902  0.39445628  1.57579205 -0.37797481
-0.64610664 -1.16931977 -0.58886678 -0.62098124 -1.9792677  -0.26733007
0.2789229   0.99662304  0.32023809  0.41422155  1.6314995  -0.24250653
-0.77494922 -1.25878558 -0.77896716 -0.55945616 -1.6152237  -0.57971919
0.37347789  1.02891139  0.445283    0.67964451  1.44754988 -0.16929961
-0.68008694 -1.44589899 -0.52695493 -0.93030969 -1.84687968 -0.39475207
0.48475639  0.86797964  0.26875194  0.76999967  1.66374855 -0.36376101
-0.70784034 -1.24766008 -0.71444962 -0.77101035 -2.05521434 -0.44772536
0.21838396  1.05037198  0.42906158  0.66328695  1.85779306 -0.34604728
-0.92050462 -1.4998924  -0.89356527 -0.67549616 -2.05561354 -0.25247561
-0.22566354  1.00560203  0.51411686  0.71186204  1.71693256 -0.40628565
-0.9119702  -1.28865423 -0.58139387 -0.72646869 -1.99114494 -0.60167274
-0.00930524  1.06406942  0.54144752  0.76273505  1.49295797 -0.52830776
-0.64609595 -0.97919631 -0.78927132 -0.82021828 -2.09873814 -0.18645586
0.60330954  1.09520702  0.36095073  0.76350067  1.76060867 -0.37949605
-0.79981621 -0.95461251 -0.43913042 -0.6943719  -1.98817894 -0.47889244
0.50153456  1.07534148  0.5021979   0.78451654  1.68548149 -0.16632514
-1.00170347 -1.3745257  -0.59050925 -0.87834373 -2.06349733 -0.3431215
0.41114438  0.92782849  0.48321599  0.51515125  1.57998097 -0.17719112
0.         -1.23582951 -0.59954289 -0.67541923 -1.95876646 -0.43705677
0.          1.03082927  0.65651652  0.70236581  1.62759799 -0.51286992
0.         -1.27725504 -0.52994327 -0.60428787 -2.10097776 -0.37905256
0.          1.08793729  0.33960655  0.44425466  1.60243667 -0.12462606
0.         -1.10489162 -0.6277047  -0.8998399  -2.1161253  -0.18108821
0.          1.09872726  0.39765865  0.58101041  1.58754571 -0.0683978
0.         -1.27774507 -0.50158824 -0.61275271 -1.97758854 -0.19667437
