2Bq1bnr/2p2k2/3p1pp1/1p2pb1p/1PNPPP1P/r5P1/PP1B4/R3K1NR w Q - 5 20, 0
2Bq1bnr/2p2k2/3p1pp1/1p2pb1p/1PNPPP1P/r5P1/PP1B4/3RK1NR b - - 6 20, 0
2Bqkbnr/2p5/3p1pp1/1p2pb1p/1PNPPP1P/r5P1/PP1B4/3RK1NR w - - 7 21, 0
2Bqkbnr/2p5/3p1pp1/1p2Pb1p/1PNPP2P/r5P1/PP1B4/3RK1NR b - - 0 21, 0
2bqkbnr/2p5/3p1pp1/1p2P2p/1PNPP2P/r5P1/PP1B4/3RK1NR w - - 0 22, 0
2bqkbnr/2p5/3p1pp1/1p2P2p/1PNPP2P/r5P1/PP1B1K2/3R2NR b - - 1 22, 0
2bqkbnr/8/2pp1pp1/1p2P2p/1PNPP2P/r5P1/PP1B1K2/3R2NR w - - 0 23, 0
2bqkbnr/8/2pp1pp1/1p2P2p/1PNPP2P/r5P1/PP1BNK2/3R3R b - - 1 23, 0
2b1kbnr/3q4/2pp1pp1/1p2P2p/1PNPP2P/r5P1/PP1BNK2/3R3R w - - 2 24, 0
2b1kbnr/3q4/2pp1pp1/1p2P2p/1PNPP2P/r5P1/PP1BN3/3R2KR b - - 3 24, 0
2b1kbn1/3q3r/2pp1pp1/1p2P2p/1PNPP2P/r5P1/PP1BN3/3R2KR w - - 4 25, 0
2b1kbn1/3q3r/2pP1pp1/1p5p/1PNPP2P/r5P1/PP1BN3/3R2KR b - - 0 25, 0
2b1kbn1/7r/2pP1pp1/1p3q1p/1PNPP2P/r5P1/PP1BN3/3R2KR w - - 1 26, 1
2b1kbn1/7r/2pP1pp1/1p3q1p/1PNPP2P/r5P1/PP1B4/2NR2KR b - - 2 26, 0
2b1kbn1/7r/2pP1pp1/1p3q1p/rPNPP2P/6P1/PP1B4/2NR2KR w - - 3 27, 0
2b1kbn1/7r/2pP1pp1/1p3q1p/rP1PP2P/N5P1/PP1B4/2NR2KR b - - 4 27, 0
2b1kbn1/7r/2pP1pp1/1p2q2p/rP1PP2P/N5P1/PP1B4/2NR2KR w - - 5 28, 1
2b1kbn1/7r/2pP1pp1/1p2q2p/rP1PP2P/N3B1P1/PP6/2NR2KR b - - 6 28, 0
2b1kbn1/3r4/2pP1pp1/1p2q2p/rP1PP2P/N3B1P1/PP6/2NR2KR w - - 7 29, 1
2b1kbn1/3r4/2pP1pp1/1p2q2p/rP1PP2P/NP2B1P1/P7/2NR2KR b - - 0 29, 0
2bk1bn1/3r4/2pP1pp1/1p2q2p/rP1PP2P/NP2B1P1/P7/2NR2KR w - - 1 30, 1
2bk1bn1/3r4/2pP1pp1/1p2q2p/rP1PP2P/NP2B1P1/P5K1/2NR3R b - - 2 30, 0
2bk2n1/3rb3/2pP1pp1/1p2q2p/rP1PP2P/NP2B1P1/P5K1/2NR3R w - - 3 31, 1
2bk2n1/3rb3/2pP1pp1/1p2q2p/rP1PP2P/NP2B1PK/P7/2NR3R b - - 4 31, 0
2bk1bn1/3r4/2pP1pp1/1p2q2p/rP1PP2P/NP2B1PK/P7/2NR3R w - - 5 32, 0
2bk1bn1/3r4/2pP1pp1/1N2q2p/rP1PP2P/1P2B1PK/P7/2NR3R b - - 0 32, 0
2bk1bn1/3r4/r1pP1pp1/1N2q2p/1P1PP2P/1P2B1PK/P7/2NR3R w - - 1 33, 0
2bk1bn1/3r4/r1pP1pp1/1N2q2p/1P1PP2P/1P2B1PK/P3N3/3R3R b - - 2 33, 0
2bk1bn1/3r4/2pP1pp1/1N2q2p/1P1PP2P/rP2B1PK/P3N3/3R3R w - - 3 34, 0
2bk1bn1/3r4/2pP1pp1/1N2q2p/1P1PP2P/rP4PK/P2BN3/3R3R b - - 4 34, 0
3k1bn1/1b1r4/2pP1pp1/1N2q2p/1P1PP2P/rP4PK/P2BN3/3R3R w - - 5 35, 0
3k1bn1/1bNr4/2pP1pp1/4q2p/1P1PP2P/rP4PK/P2BN3/3R3R b - - 6 35, 0
3k1bn1/1bNr4/2pP1p2/4q1pp/1P1PP2P/rP4PK/P2BN3/3R3R w - - 0 36, 1
3k1bn1/1b1r4/2pPNp2/4q1pp/1P1PP2P/rP4PK/P2BN3/3R3R b - - 1 36, 0
4kbn1/1b1r4/2pPNp2/4q1pp/1P1PP2P/rP4PK/P2BN3/3R3R w - - 2 37, 1
4kbn1/1b1r4/2pPNp2/4q1pp/1P1PP2P/rP4PK/P2BN3/6RR b - - 3 37, 0
4kbn1/1b1r4/2pPNp2/6pp/1P1PP2P/rP4qK/P2BN3/6RR w - - 0 38, 1
4kbn1/1b1r4/2pPNp2/6pp/1P1PP2P/rP4K1/P2BN3/6RR b - - 0 38, 1
4kbn1/1b1r4/r1pPNp2/6pp/1P1PP2P/1P4K1/P2BN3/6RR w - - 1 39, 1
4kbn1/1b1r4/r1pP1p2/2N3pp/1P1PP2P/1P4K1/P2BN3/6RR b - - 2 39, 1
4kbn1/1br5/r1pP1p2/2N3pp/1P1PP2P/1P4K1/P2BN3/6RR w - - 3 40, 1
4kbn1/1bP5/r1p2p2/2N3pp/1P1PP2P/1P4K1/P2BN3/6RR b - - 0 40, 1
4kbn1/1bP5/2p2p2/2N3pp/rP1PP2P/1P4K1/P2BN3/6RR w - - 1 41, 1
4kbn1/1bP5/2p2p2/2N3pp/rP1PP2P/1P2B1K1/P3N3/6RR b - - 2 41, 1
4kbn1/1bP5/2p2p2/2N3pp/1r1PP2P/1P2B1K1/P3N3/6RR w - - 0 42, 1
4kbn1/1bP5/2p1Np2/6pp/1r1PP2P/1P2B1K1/P3N3/6RR b - - 1 42, 1
4kb2/1bP1n3/2p1Np2/6pp/1r1PP2P/1P2B1K1/P3N3/6RR w - - 2 43, 1
4kb2/1bP1n3/2p1Np2/6pp/1r1PP2P/1P2B2K/P3N3/6RR b - - 3 43, 1
4kb2/1bP1n3/4Np2/2p3pp/1r1PP2P/1P2B2K/P3N3/6RR w - - 0 44, 1
4kb2/1bP1n3/4Np2/2p3pp/1r1PP2P/1P5K/P2BN3/6RR b - - 1 44, 1
b3kb2/2P1n3/4Np2/2p3pp/1r1PP2P/1P5K/P2BN3/6RR w - - 2 45, 1
b3kN2/2P1n3/5p2/2p3pp/1r1PP2P/1P5K/P2BN3/6RR b - - 0 45, 1
b3kN2/2P1n3/5p2/2p3pp/r2PP2P/1P5K/P2BN3/6RR w - - 1 46, 1
b3k3/2P1n2N/5p2/2p3pp/r2PP2P/1P5K/P2BN3/6RR b - - 2 46, 1
b3k3/2P4N/2n2p2/2p3pp/r2PP2P/1P5K/P2BN3/6RR w - - 3 47, 1
b3k3/2P4N/2n2p2/2p3Rp/r2PP2P/1P5K/P2BN3/7R b - - 0 47, 1
b2nk3/2P4N/5p2/2p3Rp/r2PP2P/1P5K/P2BN3/7R w - - 1 48, 1
b1Rnk3/7N/5p2/2p3Rp/r2PP2P/1P5K/P2BN3/7R b - - 0 48, 1
b1Rnk3/7N/r4p2/2p3Rp/3PP2P/1P5K/P2BN3/7R w - - 1 49, 1
b1Rnk3/7N/r4p2/2p3Rp/3PP2P/1P5K/P2B4/6NR b - - 2 49, 1
b1Rnk3/7N/5p2/2p3Rp/r2PP2P/1P5K/P2B4/6NR w - - 3 50, 1
2Rnk3/7N/2b2p2/2p3Rp/r2PP2P/1P5K/P2BN3/7R w - - 5 51, 1
2Rnk3/7N/2b2p2/2p3Rp/r2PP2P/1PN4K/P2B4/7R b - - 6 51, 1
2Rnk3/7N/2b2p2/6Rp/r2pP2P/1PN4K/P2B4/7R w - - 0 52, 1
2Rnk3/7N/2b2p2/6Rp/r2pP2P/1PN1B2K/P7/7R b - - 1 52, 1
2Rnk3/7N/2b2p2/6Rp/1r1pP2P/1PN1B2K/P7/7R w - - 2 53, 1
2Rnk3/7N/2b2p2/7p/1r1pP2P/1PN1B2K/P7/6RR b - - 3 53, 1
2Rnk3/7N/5p2/3b3p/1r1pP2P/1PN1B2K/P7/6RR w - - 4 54, 1
2Rnk1R1/7N/5p2/3b3p/1r1pP2P/1PN1B2K/P7/7R b - - 5 54, 1
2Rnk1b1/7N/5p2/7p/1r1pP2P/1PN1B2K/P7/7R w - - 0 55, 1
2Rnk1b1/7N/5p2/7p/1r1pP2P/PPN1B2K/8/7R b - - 0 55, 1
2Rnk3/5b1N/5p2/7p/1r1pP2P/PPN1B2K/8/7R w - - 1 56, 1
2Rnk3/5b1N/5p2/7p/1r1pP2P/PPN1B1K1/8/7R b - - 2 56, 1
2Rnk3/7N/5p2/3b3p/1r1pP2P/PPN1B1K1/8/7R w - - 3 57, 1
2Rnk3/7N/5p2/3b3p/1r1pPK1P/PPN1B3/8/7R b - - 4 57, 1
2Rnk3/7N/5p2/7p/1rbpPK1P/PPN1B3/8/7R w - - 5 58, 1
2Rnk3/7N/5p2/7p/1rbpPK1P/PPN5/8/6BR b - - 6 58, 1
2Rnk3/7N/b4p2/7p/1r1pPK1P/PPN5/8/6BR w - - 7 59, 1
2Rnk3/7N/b4p2/7p/1r1pP2P/PPN2K2/8/6BR b - - 8 59, 1
2Rnk3/1b5N/5p2/7p/1r1pP2P/PPN2K2/8/6BR w - - 9 60, 1
2Rnk3/1b5N/5p2/7p/1r1pP2P/PPN5/6K1/6BR b - - 10 60, 1
2Rn4/1b1k3N/5p2/7p/1r1pP2P/PPN5/6K1/6BR w - - 11 61, 1
3n4/1bRk3N/5p2/7p/1r1pP2P/PPN5/6K1/6BR b - - 12 61, 1
3n4/1bR4N/3k1p2/7p/1r1pP2P/PPN5/6K1/6BR w - - 13 62, 1
3n4/1bR4N/3k1p2/7p/Nr1pP2P/PP6/6K1/6BR b - - 14 62, 1
3n4/2R4N/3k1p2/7p/Nr1pb2P/PP6/6K1/6BR w - - 0 63, 1
3n4/2R4N/3k1p2/7p/Nr1pb2P/PP6/5K2/6BR b - - 1 63, 1
3n4/2R4N/3k1pb1/7p/Nr1p3P/PP6/5K2/6BR w - - 2 64, 1
3n4/3R3N/3k1pb1/7p/Nr1p3P/PP6/5K2/6BR b - - 3 64, 1
3n4/3k3N/5pb1/7p/Nr1p3P/PP6/5K2/6BR w - - 0 65, 1
3n4/3k3N/5pb1/7p/Nr1p3P/PP4K1/8/6BR b - - 1 65, 1
3n4/7N/2k2pb1/7p/Nr1p3P/PP4K1/8/6BR w - - 2 66, 1
3n4/7N/2k2pb1/7p/1r1p3P/PPN3K1/8/6BR b - - 3 66, 1
3n4/7N/1rk2pb1/7p/3p3P/PPN3K1/8/6BR w - - 4 67, 1
3n4/7N/1rk2pb1/7p/3p3P/PPN1B1K1/8/7R b - - 5 67, 0
3n4/7b/1rk2p2/7p/3p3P/PPN1B1K1/8/7R w - - 0 68, 0
